Transaction ID,Private sector donor,Business sector,Donor country of registration,Recipient,Donation type,Donation status,Est USD value,Notes,Source,Donor ID,Recipient ID,
502,Realdania,Financials,Denmark,Save the Children Denmark [NGO],cash,pledged,3657645,"DKK 25 million to Save the Children Denmark from a Danish philanthropic association with about 175,000 members. ","Public reporting
[https://www.realdania.org/news/latest-news/2022/donation] 
Bilateral - donor report
[Confirmed email 7-Apr-22]",cd-306,DK-CVR-63407216,
503,redacted Donor A,Energy,United States of America,American Red Cross,cash,paid,2500000,Donation from Fortune 50 company that does not wish to be identified.,Bilateral - donor report [email 12-Apr-22],cd-307,ro-5,
504,redacted Donor A,Energy,United States of America,World Food Programme (WFP),cash,paid,2425000,Donation from Fortune 50 company that does not wish to be identified.,"Bilateral - recipient report
[Confirmed email 14-June-22]",cd-307,XM-DAC-41140,
658,redacted Donor B,Energy,United States of America,World Food Programme (WFP),cash,paid,30000000,Donation from large energy company that does not wish to be identified.,"Bilateral - recipient report
[Confirmed email 14-June-22]",cd-419,XM-DAC-41140,
505,Renesas Electronics Corporation,Industrials,Japan,United Nations High Commissioner for Refugees (UNHCR),cash,pledged,1074595,"€1,000,000 donation from Japanese semiconducted giant.","Public reporting
[https://www.businesswire.com/news/home/20220414005345/en/Renesas-Donates-%E2%82%AC1-Million-to-Support-Humanitarian-Aid-for-Ukraine]",cd-308,XM-DAC-41121,
506,Revolut,Financials,United Kingdom,Ukrainian Red Cross Society,cash,pledged,1500000,Corporate giving program. for the Red Cross to assist with those affected by the war in Ukraine. USD 1500000.,"Public reporting
[x]",cd-309,ro-116,
507,"Riot Games, Inc.",Consumer discretionary,United States of America,International Committee of the Red Cross (ICRC),cash,pledged,1800000,Donation of proceeds from one week of sales in video game platform. ,"Public reporting
[https://twitter.com/riotgames/status/1509200557621325839]",cd-310,XM-DAC-21016,
508,"Riot Games, Inc.",Consumer discretionary,United States of America,International Medical Corps (IMC) [NGO],cash,pledged,1800000,Donation of proceeds from one week of sales in video game platform. ,"Public reporting
[https://twitter.com/riotgames/status/1509200557621325839]",cd-310,ro-54,
509,"Riot Games, Inc.",Consumer discretionary,United States of America,Médecins Sans Frontières (MSF) [NGO],cash,pledged,1800000,Donation of proceeds from one week of sales in video game platform. ,"Public reporting
[https://twitter.com/riotgames/status/1509200557621325839]",cd-310,ro-66,
510,Riverview Community Bank,Financials,Canada,Ukrainian American Cultural Association of Oregon and Southwest Washington [NGO],cash,pledged,10000,"Corporate giving program. Vancouver-based Riverview Community Bank announced a $10,000 donation it made to the Ukrainian American Cultural Association of Oregon and Southwest Washington, an organization providing financial support and supplies for Ukraine. USD 10000.","Public reporting
[x]",cd-311,ro-115,
511,Rockwell Automation,Industrials,United States of America,American Red Cross,cash,pledged,100000,Donation from American industrial automation firm. ,"Public reporting
[https://www.3blmedia.com/news/rockwell-automation-donates-500000-provide-humanitarian-aid-ukraine-refugees]",cd-312,ro-5,
512,Rockwell Automation,Industrials,United States of America,GlobalGiving [NGO],cash,pledged,100000,Donation from American industrial automation firm. ,"Public reporting
[https://www.3blmedia.com/news/rockwell-automation-donates-500000-provide-humanitarian-aid-ukraine-refugees]",cd-312,US-EIN-300108263,
513,Rockwell Automation,Industrials,United States of America,Polish Humanitarian Action [NGO],cash,pledged,100000,Donation from American industrial automation firm. ,"Public reporting
[https://www.3blmedia.com/news/rockwell-automation-donates-500000-provide-humanitarian-aid-ukraine-refugees]",cd-312,ro-83,
514,Rockwell Automation,Industrials,United States of America,Save the Children [NGO],cash,pledged,100000,Donation from American industrial automation firm. ,"Public reporting
[https://www.3blmedia.com/news/rockwell-automation-donates-500000-provide-humanitarian-aid-ukraine-refugees]",cd-312,GB-COH-213890,
515,Rockwell Automation,Industrials,United States of America,United Way [NGO],cash,pledged,100000,Donation from American industrial automation firm. ,"Public reporting
[https://www.3blmedia.com/news/rockwell-automation-donates-500000-provide-humanitarian-aid-ukraine-refugees]",cd-312,ro-131,
516,Royal Bank of Canada,Financials,Canada,Canadian Red Cross Society,cash,pledged,158000,"Company-sponsored foundation. RBC made a donation of $200,000 CAD to the Canadian Red Cross Ukraine Humanitarian Crisis Appeal to support immediate humanitarian efforts in Ukraine. CAD 200000.","Public reporting
[x]",cd-313,ro-17,
517,RSM US Foundation,Financials,United States of America,Ukraine Humanitarian Fund (UHF),cash,paid,32150,Donation from US tax firm. ,"Bilateral - recipient report
[Confirmed email 31-May-22]",cd-314,ro-113,
518,Russel Metals Inc. ,Materials,Canada,United Nations High Commissioner for Refugees (UNHCR),cash,pledged,79000,"Corporate giving program. Russel Metals Inc. announced that it is donating $100,000 to the United Nations High Commission for Refugees Canada (UNHCR) UN Refugee Agency, to provide immediate support to the humanitarian efforts in Ukraine for those Ukrainians forced to flee their homes.  CAD 100000.","Public reporting
[x]",cd-315,XM-DAC-41121,
519,S&P Global Foundation,Financials,United States of America,Ukraine Humanitarian Fund (UHF),cash,paid,150000,Donation from the corporation foundation associated with Standard and Poor's.,"Bilateral - recipient report
[Confirmed email 31-May-22]",cd-316,ro-113,
520,S&P Global Foundation,Financials,United States of America,United Nations High Commissioner for Refugees (UNHCR),cash,pledged,150000,Cash grant.,"Public reporting
[https://www.uschamberfoundation.org/aid-event/humanitarian-crisis-ukraine/sp-global-foundation-humanitarian-crisis-ukraine]",cd-316,XM-DAC-41121,
521,S&P Global Foundation,Financials,United States of America,World Central Kitchen [NGO],cash,pledged,150000,Cash grant.,"Public reporting
[https://www.uschamberfoundation.org/aid-event/humanitarian-crisis-ukraine/sp-global-foundation-humanitarian-crisis-ukraine]",cd-316,ro-154,
522,Sabre Corporation,Information technology,United States of America,Polish Red Cross,cash,pledged,1000000,Sabre has donated $1 million to the Polish Red Cross.,"Public reporting
[https://www.sabre.com/insights/releases/sabre-terminates-distribution-agreement-with-aeroflot/]",cd-317,ro-84,
523,Sainsbury's,Consumer staples,United Kingdom,Comic Relief [NGO],cash,pledged,2640000,"Corporate giving program. Sainsbury's donated £2m through its charity partner, Comic Relief, who will support the humanitarian effort urgently needed in Ukraine. GBP £2,000,000.","Public reporting
[x]",cd-318,GB-CHC-326568,
524,"Salesforce, Inc.",Information technology,United States of America,unspecified or multiple recipients,cash,pledged,4000000,"More than $4 million USD to address basic needs, support refugees, and advance food security across Ukraine and bordering countries — working with World Central Kitchen, UNHCR, and the International Committee of the Red Cross. Also partnered with Flexport.org to send the equivalent of a plane load of supplies — including hospital beds, medical kits and school supplies to Eastern Europe. ","Public reporting
[https://www.salesforce.com/news/stories/standing-with-ukraine/]",cd-319,ro-149,
525,Salvatore Ferragamo S.p.A.,Consumer discretionary,Italy,United Nations High Commissioner for Refugees (UNHCR),cash,paid,337079,Donation from Italian luxury fashion house. ,"Bilateral - recipient report
[Confirmed email 30-Mar-22]",cd-320,XM-DAC-41121,
526,Samsung Electronics,Industrials,Republic of Korea,unspecified or multiple recipients,cash,pledged,5000000,$6 million donation including $1m of consumer electronics donated. ,"Public reporting
[https://en.yna.co.kr/view/AEN20220305000900315]",cd-321,ro-149,
527,Samsung Electronics,Industrials,Republic of Korea,unspecified or multiple recipients,in-kind,pledged,1000000,$6 million donation including $1m of consumer electronics donated. ,"Public reporting
[https://en.yna.co.kr/view/AEN20220305000900315]",cd-321,ro-149,
528,Sanofi S.A.,Health care,France,unspecified or multiple recipients,cash,pledged,5439025,€5 million to the Red Cross for Ukraine and neighboring countries and to UNHCR. ,"Public reporting
[https://twitter.com/sanofi/status/1499368022146002947]",cd-322,ro-149,
672,SAP SE,Information technology,Germany,Alliance4Ukraine [NGO],cash,paid,209703,"€200,000 donation","Bilateral - donor report
[Phone call 15-June-22]

See also public reporting
[https://news.sap.com/2022/03/sap-continues-to-stand-in-solidarity-with-ukraine/]",cd-323,ro-160,
670,SAP SE,Information technology,Germany,German Red Cross,cash,paid,419406,"€400,000 donation","Bilateral - donor report
[Phone call 15-June-22]

See also public reporting
[https://news.sap.com/2022/03/sap-continues-to-stand-in-solidarity-with-ukraine/]",cd-323,ro-40,
674,SAP SE,Information technology,Germany,Optima Distance School,cash,paid,314554,"€300,000 to distance learning school based in Ukraine via SAP Solidarity Fund.","Bilateral - donor report
[Phone call 15-June-22]

See also public reporting
[https://news.sap.com/2022/03/sap-continues-to-stand-in-solidarity-with-ukraine/]",cd-323,ro-162,
673,SAP SE,Information technology,Germany,SAP Solidarity Fund,cash,paid,629109,"€600,000 donation from SAP employees plus matching funds to SAP-administered nonprofit foundation. The SAP Solidarity Fund has made small grants (around €30,000 to local organizations in and around Ukraine).","Bilateral - donor report
[Phone call 15-June-22]

See also public reporting
[https://news.sap.com/2022/03/sap-continues-to-stand-in-solidarity-with-ukraine/]",cd-323,ro-161,
529,SAP SE,Information technology,Germany,United Nations Children's Fund (UNICEF) USA,cash,paid,419406,"€400,000 donation","Bilateral - donor report
[Phone call 15-June-22]

See also public reporting
[https://news.sap.com/2022/03/sap-continues-to-stand-in-solidarity-with-ukraine/]",cd-323,ro-127,
671,SAP SE,Information technology,Germany,UNO-Flüchtlingshilfe (Germany for UNHCR),cash,paid,943663,"€900,000 donation","Bilateral - donor report
[Phone call 15-June-22]

See also public reporting
[https://news.sap.com/2022/03/sap-continues-to-stand-in-solidarity-with-ukraine/]",cd-323,ro-132,
530,Sappi Limited,Materials,South Africa,Ukraine Humanitarian Fund (UHF),cash,paid,100000,Donation from paper manufacturer.,"Bilateral - recipient report
[Confirmed email 31-May-22]",cd-324,ro-113,
531,Schörling Family Foundation,Industrials,Sweden,Swedish Red Cross,cash,pledged,5282620,"Donation from family foundation associated with Swedish billionaire Melker Schörling, who holds interests in Securitas AB, Assa Abloy, Hexagon AB, Loomis and more. Schörling Family Foundation supports the work of the Red Cross and the UN refugee agency UNHCR to help people in need, because of the armed conflict in Ukraine. The organizations will receive SEK 50 million each. ","Public reporting
[https://www.schorlingab.se/news/the-schorling-foundation-donates-sek-100-million-in-humanitarian-aid-to-ukraine]",cd-325,ro-103,
532,Schörling Family Foundation,Industrials,Sweden,United Nations High Commissioner for Refugees (UNHCR),cash,pledged,5282620,"Donation from family foundation associated with Swedish billionaire Melker Schörling, who holds interests in Securitas AB, Assa Abloy, Hexagon AB, Loomis and more. Schörling Family Foundation supports the work of the Red Cross and the UN refugee agency UNHCR to help people in need, because of the armed conflict in Ukraine. The organizations will receive SEK 50 million each. ","Public reporting
[https://www.schorlingab.se/news/the-schorling-foundation-donates-sek-100-million-in-humanitarian-aid-to-ukraine]",cd-325,XM-DAC-41121,
533,SeaDream Family Foundation,Consumer discretionary,Norway,unspecified or multiple recipients,cash,pledged,1500000,"Donation made as part of the Global Citizen Stand Up for Ukraine campaign to UNHCR, IRC, and GlobalGiving.","Public reporting
[https://www.globalcitizen.org/en/content/stand-up-for-ukraine-impact-report]",cd-326,ro-149,
534,Sentara Healthcare,Health care,United States of America,unspecified or multiple recipients,in-kind,pledged,3500000,"More than 100 pallets of medical supplies over the past two weeks to charities addressing war and natural disasters in Ukraine, Poland, Haiti and the Philippines. Agencies receiving supplies from Sentara include Operation Blessing, Christian Relief, Feed My Sheep, The Tidewater Ukrainian School, Christians United for Haiti and Somebody Cares America. The value of the supplies distributed is approximately $3.5M. ","Public reporting
[https://www.sentara.com/aboutus/news/news-articles/sentara-donates-nearly-$3.5-million-in-medical-supplies-to-charities-addressing-war-and-natural-disasters-in-ukraine-poland-hait.aspx]",cd-327,ro-149,
535,SentinelOne,Information technology,United States of America,Ukraine Humanitarian Fund (UHF),cash,paid,80458,Donation from California-based software company specializing in security. ,"Bilateral - recipient report
[Confirmed email 31-May-22]",cd-328,ro-113,
536,Share Our Strength,Consumer staples,United States of America,World Food Programme (WFP),cash,paid,9700,"Donation from 'No Child Hungry' company based in Washington, DC.","Bilateral - recipient report
[Confirmed email 14-Jun-22]",cd-329,XM-DAC-41140,
537,Shiseido Group,Consumer discretionary,Japan,United Nations High Commissioner for Refugees (UNHCR),cash,pledged,1101820,€1 million from luxury beauty brand. ,"Public reporting
[https://www.thecut.com/2022/03/how-fashion-and-beauty-brands-are-responding-to-invasion-of-ukriane.html]",cd-330,XM-DAC-41121,
538,Sidney E. Frank Foundation,Consumer discretionary,United States of America,Ukraine Humanitarian Fund (UHF),cash,paid,20000,Donation from the family foundation established by the US importer of Grey Goose vokda. ,"Bilateral - recipient report
[Confirmed email 31-May-22]",cd-331,ro-113,
539,Siemens Caring Hands,Industrials,Germany,German Red Cross,cash,pledged,1112483,Initial emergency donation of €1 million; additional €8 million has been raised. Charitable foundation associated with Siemens AG. ,"Public reporting
[https://press.siemens.com/global/en/pressrelease/siemens-provides-humanitarian-aid-employees-and-refugees-ukraine]",cd-332,ro-40,
540,Siemens Gamesa Renewable Energy,Energy,Spain,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,136092,"CHF 130,973 from renewable energy company.","Bilateral - recipient report
http://www.ifrc.org/docs/appeals/Active/MGR65002.pdf 
[Confirmed web 25-May-22]",cd-333,XM-DAC-21018,
541,Signet Love Inspires Foundation,Consumer discretionary,Bermuda,Ukrainian Red Cross Society,cash,pledged,1000000,Company-sponsored foundation. The Signet Love Inspires Foundation will donate $1 million to the Red Cross Ukraine humanitarian relief efforts. BMD 1000000.,"Public reporting
[x]",cd-334,ro-116,
542,Skanska AB,Industrials,Sweden,Swedish Red Cross,cash,paid,511368,SEK 5 million donation from one of the largest construction companies in the world.,"Bilateral - donor  report
[Confirmed email 08-June-22]",cd-335,ro-103,
543,Skanska AB,Industrials,Sweden,UN Global Compact Network Poland,cash,paid,161126,"€150,000 cash donation to programmes for the benefit of Ukrainian refugees.","Bilateral - donor  report
[Confirmed email 08-June-22]",cd-335,ro-117,
544,Skanska AB,Industrials,Sweden,United Nations High Commissioner for Refugees (UNHCR),cash,paid,511368,SEK 5 million donation from one of the largest construction companies in the world.,"Bilateral - donor  report
[Confirmed email 08-June-22]",cd-335,XM-DAC-41121,
545,Skanska AB,Industrials,Sweden,United Nations High Commissioner for Refugees (UNHCR),cash,paid,10978,Donations from Skanska employees,"Bilateral - donor  report
[Confirmed email 08-June-22]",cd-335,XM-DAC-41121,
546,Škoda Auto a.s.,Consumer discretionary,Czechia,People in Need [NGO],cash,pledged,443240,"€400,000 donation in addition to separate €1 million donation.","Public reporting
[https://www.skoda-storyboard.com/en/press-releases/skoda-auto-statement-on-the-current-situation-in-ukraine/]",cd-336,CZ-ICO-25755277,
547,Škoda Auto a.s.,Consumer discretionary,Czechia,unspecified or multiple recipients,cash,pledged,1108400,Part of a commitment of at least €5.5 million donated by the Volkswagen group of companies.,"Public reporting
[https://www.volkswagenag.com/en/group/faqs-ukraine.html]",cd-336,ro-149,
548,"Smithfield Foods, Inc.",Consumer staples,United States of America,American Red Cross,cash,pledged,250000,Portion of $2m in cash and in-kind donations dedicated to Ukraine. ,"Public reporting
[https://www.smithfieldfoods.com/press-room/2022-03-21-Smithfield-Foods-Contributes-2-Million-to-Ukraine-Crisis-Relief-Efforts]",cd-337,ro-5,
549,"Smithfield Foods, Inc.",Consumer staples,United States of America,American Red Cross,in-kind,pledged,1000000,"Portion of $2m in cash and in-kind donations dedicated to Ukraine. Smithfield Europe has engaged in regular donations of shelf-stable and other protein to food banks and temporary shelters across the region. Combined, these ongoing aid efforts will amount to approximately $1 million in in-kind contributions. ","Public reporting
[https://www.smithfieldfoods.com/press-room/2022-03-21-Smithfield-Foods-Contributes-2-Million-to-Ukraine-Crisis-Relief-Efforts]",cd-337,ro-5,
550,"Smithfield Foods, Inc.",Consumer staples,United States of America,Mercy Chefs [NGO],cash,pledged,250000,Portion of $2m in cash and in-kind donations dedicated to Ukraine. ,"Public reporting
[https://www.smithfieldfoods.com/press-room/2022-03-21-Smithfield-Foods-Contributes-2-Million-to-Ukraine-Crisis-Relief-Efforts]",cd-337,ro-67,
551,"Smithfield Foods, Inc.",Consumer staples,United States of America,Save the Children [NGO],cash,pledged,250000,Portion of $2m in cash and in-kind donations dedicated to Ukraine. ,"Public reporting
[https://www.smithfieldfoods.com/press-room/2022-03-21-Smithfield-Foods-Contributes-2-Million-to-Ukraine-Crisis-Relief-Efforts]",cd-337,GB-COH-213890,
552,"Smithfield Foods, Inc.",Consumer staples,United States of America,World Central Kitchen [NGO],cash,pledged,250000,Portion of $2m in cash and in-kind donations dedicated to Ukraine. ,"Public reporting
[https://www.smithfieldfoods.com/press-room/2022-03-21-Smithfield-Foods-Contributes-2-Million-to-Ukraine-Crisis-Relief-Efforts]",cd-337,ro-154,
553,"Snap, Inc.",Information technology,United States of America,United Nations High Commissioner for Refugees (UNHCR),cash,paid,500000,Donation from the company behind Snapchat. ,"Bilateral - recipient report
[Confirmed email to OCHA DRS 28-Mar-22]",cd-338,XM-DAC-41121,
554,"Snap, Inc.",Information technology,United States of America,unspecified or multiple recipients,cash,pledged,15000000,Commitment to donate up to $15 million to support Ukraine crisis response.,"Public reporting
[https://newsroom.snap.com/we-support-ukraine/]",cd-338,ro-149,
555,Societe Generale Group,Financials,France,unspecified or multiple recipients,cash,pledged,2177020,€2 million so far to The Red Cross and The Fondation de France from French banking giant. ,"Public reporting
[https://www.societegenerale.com/en/news/all-news/solidarity-our-staff-and-people-ukraine]",cd-339,ro-149,
556,Sologenic Development Foundation,Financials,United States of America,United Nations High Commissioner for Refugees (UNHCR),cash,pledged,10000,"Company-sponsored foundation. On behalf of the SOLO and CORE community, Sologenic contributed $10,000 USD to the UNHCR fund to provide aid and vital assistance for the displaced civilians of Ukraine. USD 10000.","Public reporting
[x]",cd-340,XM-DAC-41121,
557,Sonoco Products Company,Industrials,United States of America,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,50594,"CHF 46,813","Bilateral - recipient report
http://www.ifrc.org/docs/appeals/Active/MGR65002.pdf 
[Confirmed web 20-Apr-22]",cd-341,XM-DAC-21018,
558,Sony Group,Consumer discretionary,Japan,unspecified or multiple recipients,cash,pledged,5000000,"$2 million to UNHCR and Save the Children, plus employee donations and company matching totaling $5m. ","Public reporting
[https://www.sony.com/en/SonyInfo/News/Press/202203/22-015E/]",cd-342,ro-149,
559,"Southeastern Grocers, Inc.",Consumer staples,United States of America,International Committee of the Red Cross (ICRC),cash,pledged,250000,"Corporate giving program. Southeastern Grocers Inc. (SEG), parent company and home of Fresco y Más, Harveys Supermarket and Winn-Dixie grocery stores, together with the SEG Gives Foundation, announced a donation of $250,000 to the International Committee of the Red Cross to support Ukraine and its citizens as they fight to defend their country. SEG will also donate 100% of the proceeds from its private label Ukrainian vodka to the cause for the next 31 days as a nod to Ukraine’s official declaration of independence nearly 31 years ago.","Public reporting
[x]",cd-343,XM-DAC-21016,
560,"Southeastern Grocers, Inc.",Consumer staples,United States of America,Mission 823 [NGO],in-kind,pledged,1100000,"Donation of $1.1m worht of cleaning and sanitation supplies, personal protective equipment, and nonperishable food items.","Public reporting
[x]",cd-343,ro-72,
561,Spiegel Family Fund,Information technology,United States of America,United Nations High Commissioner for Refugees (UNHCR),cash,paid,1000000,Donation from the family foundation establised by the CEO of Snap Inc. Verified (OCHA DRS).,"Public reporting
[x]",cd-344,XM-DAC-41121,
562,Square Enix,Consumer discretionary,Japan,United Nations High Commissioner for Refugees (UNHCR),cash,pledged,500000,"Corporate giving program. Square Enix donated US$500,000 to United Nations High Commissioner for Refugees (UNHCR) to support Ukrainian humanitarian relief efforts. USD 500000.","Public reporting
[x]",cd-345,XM-DAC-41121,
563,Stallergenes AG,Health care,United Kingdom,French Red Cross,cash,pledged,158165,"€150,000 cash donation.","Public reporting
[https://www.efpia.eu/news-events/the-efpia-view/efpia-news/pharmaceutical-industry-response-to-the-war-in-ukraine/]",cd-346,ro-36,
564,Sun Life Financial Inc.,Financials,Canada,Canadian Red Cross Society,cash,pledged,158000,"$200,000 CAD cash donation.","Public reporting
[https://www.sunlife.com/en/newsroom/news-releases/announcement/sun-life-donates-200000-to-the-red-cross-to-support-humanitarian-relief-efforts-in-ukraine/123634/]",cd-347,ro-17,
565,Sun Life Financial Inc.,Financials,Canada,United Nations High Commissioner for Refugees (UNHCR),cash,pledged,80000,Donation made as part of the Global Citizen Stand Up for Ukraine campaign.,"Public reporting
[https://www.globalcitizen.org/en/content/stand-up-for-ukraine-impact-report]",cd-347,XM-DAC-41121,
566,Supercell Oy,Consumer discretionary,Finland,United Nations High Commissioner for Refugees (UNHCR),cash,pledged,1000000,Finnish mobile game developer providing immediate 1m Euro donation to UNHCR + match program for additional donations.,"Public reporting
[x]",cd-348,XM-DAC-41121,
567,Sylvamo,Materials,United States of America,International Committee of the Red Cross (ICRC),cash,pledged,250000,Donation to the International Committee of the Red Cross to assist the people of Ukraine.,"Public reporting
[https://investors.sylvamo.com/news/news-details/2022/Sylvamo-to-Suspend-Russian-Operations/default.aspx]",cd-349,XM-DAC-21016,
568,T. Rowe Price Foundation,Financials,United States of America,Ukraine Humanitarian Fund (UHF),cash,paid,500000,Donation from foundation associated with US financial services firm. ,"Bilateral - recipient report
[Confirmed email 31-May-22]",cd-350,ro-113,
569,Taiwan Sporting Goods Manufacturers Association,Consumer discretionary,0,Ukraine Humanitarian Fund (UHF),cash,paid,20000,Donation from nonprofit association representing Taiwanese sporting goods companies. ,"Bilateral - recipient report
[Confirmed email 31-May-22]",cd-351,ro-113,
570,Takeda Pharmaceutical Company Ltd,Health care,Japan,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,23985235,"CHF 2,278,441 / 300 million Japanese yen","Bilateral - recipient report
http://www.ifrc.org/docs/appeals/Active/MGR65002.pdf 
[Confirmed web 20-Apr-22]",cd-352,XM-DAC-21018,
571,Takeda Pharmaceutical Company Ltd,Health care,Japan,Ukraine Humanitarian Fund (UHF),cash,paid,65510,Cash donation from Japanese pharmaceutical company.,"Bilateral - recipient report
[Confirmed email 31-May-22]",cd-352,ro-113,
572,Techland S.A.,Consumer discretionary,Poland,Polish Humanitarian Action [NGO],cash,pledged,230890,Donation from Polish video game developer and publisher of PLN 1 million. ,"Public reporting
[https://twitter.com/TechlandGames/status/1497604108550918147]",cd-353,ro-83,
573,Telus Corporation,Communications services,Canada,Canadian Red Cross Society,cash,pledged,79000,"Corporate giving program. Launching an employee donation matching program - to date, TELUS team members have donated $100,000 CAD to the Canadian Red Cross, matched by TELUS, for a total of $200,000. CAD 100000.","Public reporting
[x]",cd-354,ro-17,
574,TELUS Friendly Future Foundation,Communications services,Canada,Canadian Red Cross Society,cash,pledged,118500,"Company-sponsored foundation. The TELUS Friendly Future Foundation made a $150,000 CAD donation to the Canadian Red Cross for Ukrainian relief. CAD 150000.","Public reporting
[x]",cd-355,ro-17,
575,Tesco PLC,Consumer staples,United Kingdom,British Red Cross Society ,cash,pledged,1320000,"Corporate giving program. Tesco is donating £1m to the British Red Cross for relief efforts in Ukraine and working with them to find ways for customers and colleagues to help financially donate too.  GBP £1,000,000.","Public reporting
[x]",cd-356,GB-CHC-220949,
576,Teva Pharmaceutical Industries Ltd.,Health care,Israel,Direct Relief [NGO],in-kind,pledged,10800000,Donation of 27 million doses of medicines in over 1.3 million packs valued at $10.8 million (wholesale acquisition cost) for acute therapies in humanitarian support of Ukrainian refugees.,"Public reporting
[x]",cd-357,ro-29,
577,Teva Pharmaceutical Industries Ltd.,Health care,Israel,People in Need [NGO],in-kind,pledged,180000,"82,000 packs of medicine for Ukrainian infants and children.","Public reporting
[https://www.tevapharm.com/news-and-media/latest-news/teva-ukraine-update]",cd-357,CZ-ICO-25755277,
578,Teva Pharmaceutical Industries Ltd.,Health care,Israel,United Hatzalah [NGO],in-kind,pledged,180000,"25,000 packs of antibiotics valued at $180,000 to a leading Israeli non-profit emergency and relief organization as aid in refugee camps on the border of Ukraine.","Public reporting
[https://www.tevapharm.com/news-and-media/latest-news/teva-ukraine-update]",cd-357,ro-118,
579,Texas Instruments Foundation,Industrials,United States of America,American Red Cross,cash,pledged,25000,"Has made a grant of $25,000 to American Red Cross for humanitarian relief in Ukraine and will double donations by U.S.-based TI employees through its matching gifts program. ","Public reporting
[x]",cd-358,ro-5,
580,The Body Shop International Limited,Consumer discretionary,United Kingdom,United Nations High Commissioner for Refugees (UNHCR),cash,pledged,50000,Donation from The Body Shop North America. ,"Public reporting
[https://www.thecut.com/2022/03/how-fashion-and-beauty-brands-are-responding-to-invasion-of-ukriane.html]",cd-359,XM-DAC-41121,
581,The Carlsberg Foundation and the Tuborg Foundation,Consumer discretionary,Denmark,Danish Red Cross,cash,pledged,3655637,25 million DKK donation to local NGOs as part of 50 million DKK commitment. ,"Public reporting
[https://www.carlsbergfondet.dk/en/News/News-from-the-Foundation/News/DKK-75-million-to-humanitarian-relief-efforts-in-the-Ukraine]",cd-360,DK-CVR-20700211,
582,The Carlsberg Foundation and the Tuborg Foundation,Consumer discretionary,Denmark,Danish Refugee Council [NGO],cash,pledged,1462255,10 million DKK donation to local NGOs as part of 50 million DKK commitment. ,"Public reporting
[https://www.carlsbergfondet.dk/en/News/News-from-the-Foundation/News/DKK-75-million-to-humanitarian-relief-efforts-in-the-Ukraine]",cd-360,DK-CVR-20699310,
583,The Carlsberg Foundation and the Tuborg Foundation,Consumer discretionary,Denmark,Human Rights Watch [NGO],cash,pledged,146225,1 million DKK donation to local NGOs as part of 50 million DKK commitment. ,"Public reporting
[https://www.carlsbergfondet.dk/en/News/News-from-the-Foundation/News/DKK-75-million-to-humanitarian-relief-efforts-in-the-Ukraine]",cd-360,ro-46,
584,The Carlsberg Foundation and the Tuborg Foundation,Consumer discretionary,Denmark,Plan International Denmark [NGO],cash,pledged,584902,4 million DKK donation to local NGOs as part of 50 million DKK commitment. ,"Public reporting
[https://www.carlsbergfondet.dk/en/News/News-from-the-Foundation/News/DKK-75-million-to-humanitarian-relief-efforts-in-the-Ukraine]",cd-360,ro-81,
585,The Carlsberg Foundation and the Tuborg Foundation,Consumer discretionary,Denmark,United Nations High Commissioner for Refugees (UNHCR),cash,pledged,1462255,10 million DKK donation to local NGOs as part of 50 million DKK commitment. ,"Public reporting
[https://www.carlsbergfondet.dk/en/News/News-from-the-Foundation/News/DKK-75-million-to-humanitarian-relief-efforts-in-the-Ukraine]",cd-360,XM-DAC-41121,
586,The Coca-Cola Company,Consumer staples,United States of America,unspecified or multiple recipients,cash,pledged,13602743,"The Coca-Cola Company, its global bottling partners and The Coca-Cola Foundation have committed to contributions totalling more than $14.8 million, including $9 million in humanitarian relief as part of Global Citizen's Stand Up for Ukraine rally. [Manually reduced to account for paid transactions]","Public reporting
[https://www.coca-colacompany.com/media-center/support-for-ukraine]",cd-361,ro-149,
587,The Coca-Cola Foundation,Consumer staples,United States of America,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,982218,"CHF 931,980 from foundation associated with Coca-Cola company.","Bilateral - recipient report
http://www.ifrc.org/docs/appeals/Active/MGR65002.pdf 
[Confirmed web 20-Apr-22]",cd-362,XM-DAC-21018,
588,The Estée Lauder Companies Inc,Consumer Discretionary,United States of America,unspecified or multiple recipients,cash,pledged,1000000,The Estée Lauder Companies Charitable Foundation (ELCCF) has committed $1 million in support of relief efforts in Ukraine.,"Public reporting
[https://www.elcompanies.com/en/news-and-media/newsroom/company-features/2022/update-on-ukraine-invasion-and-business-in-russia]",cd-363,ro-149,
589,"The Interpublic Group of Companies, Inc.",Communications services,United States of America,World Food Programme (WFP),cash,paid,9700,Donation from global advertising giant.,"Bilateral - recipient report
[Confirmed email 14-June-22]",cd-364,XM-DAC-41140,
