Transaction ID,Private sector donor,Business sector,Donor country of registration,Recipient,Donation type,Donation status,Est USD value,Notes,Source,Donor ID,Recipient ID,
267,GE Foundation,Industrials,United States of America,"Airlink, Inc. [NGO]",cash,paid,100000,GE and the GE Foundation announced $4.5 million in philanthropic commitments to provide immediate support to Ukraine and neighboring countries impacted by the violence. ,"Bilateral - donor report
[confirmed email 9-May-22]

see also public reporting
[https://www.ge.com/news/press-releases/ge-announces-45-million-to-support-ukraine-and-neighboring-countries-0] and [https://twitter.com/moh_ukraine/status/1521849771903885313]",cd-171,ro-2,
268,GE Foundation,Industrials,United States of America,International Rescue Committee (IRC) [NGO],cash,paid,400000,GE and the GE Foundation announced $4.5 million in philanthropic commitments to provide immediate support to Ukraine and neighboring countries impacted by the violence. ,"Bilateral - donor report
[confirmed email 9-May-22]

see also public reporting
[https://www.ge.com/news/press-releases/ge-announces-45-million-to-support-ukraine-and-neighboring-countries-0] and [https://twitter.com/moh_ukraine/status/1521849771903885313]",cd-171,US-EIN-13-5660870,
269,GE Healthcare,Industrials,United States of America,Ministry of Health of Ukraine [government],in-kind,paid,4000000,"$4 million in life-saving medical equipment, including handheld ultrasound devices, mobile X-ray units, ventilators and patient monitors. ","Bilateral - donor report
[confirmed email 9-May-22]

see also public reporting
[https://www.ge.com/news/press-releases/ge-announces-45-million-to-support-ukraine-and-neighboring-countries-0] and [https://twitter.com/moh_ukraine/status/1521849771903885313]",cd-172,ro-70,
270,General Motors,Consumer discretionary,United States of America,International Rescue Committee (IRC) [NGO],cash,pledged,250000,Donation from GM North America.,"Public reporting
[https://www.uschamberfoundation.org/aid-event/humanitarian-crisis-ukraine/general-motors-humanitarian-crisis-ukraine]",cd-173,US-EIN-13-5660870,
271,Gilead Foundation,Health care,United States of America,unspecified or multiple recipients,cash,pledged,3700000,"Donation from foundation associated with Gilead Sciences, Inc. plus matched contributions from employees. ","Public reporting
[https://stories.gilead.com/articles/an-update-on-ukraine-from-daniel-oday-chairman-and-ceo]",cd-174,ro-149,
272,GlaxoSmithKline plc,Consumer staples,United Kingdom,Crown Agents [NGO],cash,pledged,325654,"GSK donated £250,000 to Crown Agents (an NGO that has worked with the Ukrainian Ministry of Health for the past 20 years) to fund 2,500 medical trauma kits; and are in discussions with them on how to enable continued supply of essential medicines into Ukraine. ","Public reporting
[https://www.gsk.com/en-gb/media/resource-centre/our-response-to-the-situation-in-ukraine/]",cd-175,GB-COH-03259922,
273,GlaxoSmithKline plc,Consumer staples,United Kingdom,International Committee of the Red Cross (ICRC),cash,pledged,3960000,GSK is making a £3m donation to the Red Cross’s Ukraine crisis work. ,"Public reporting
[https://twitter.com/GSK/status/1498765191898701826]",cd-175,XM-DAC-21016,
274,GlaxoSmithKline plc,Consumer staples,United Kingdom,Save the Children [NGO],cash,pledged,325654,"GSK donated £3.25million to the Red Cross and Save the Children who are providing food, water, first aid, medicines, warm clothes and shelter for people in Ukraine and refugees at the border. ","Public reporting
[https://www.gsk.com/en-gb/media/resource-centre/our-response-to-the-situation-in-ukraine/]",cd-175,GB-COH-213890,
666,GoFundMe.org,Information technology,United States of America,World Food Programme (WFP),cash,paid,97000,Donation of proceeds from GoFundMe online public fundraising campaign (not a direct donation from the company itself).,"Bilateral - recipient report
[Confirmed email 14-June-22]",cd-423,XM-DAC-41140,
275,Google,Information technology,United States of America,Polish Center for International Aid Foundation [NGO],cash,pledged,2600000,PLN 10 million donation announced on official Google Blog Polska.,"Public reporting
[https://polska.googleblog.com/2022/03/pomoc-dla-polskich-organizacji.html]",cd-177,ro-82,
276,Google,Information technology,United States of America,The Association for Legal Intervention [NGO],cash,pledged,1000000,PLN 4 million donation announced on official Google Blog Polska.,"Public reporting
[https://polska.googleblog.com/2022/03/pomoc-dla-polskich-organizacji.html]",cd-177,ro-106,
277,Google,Information technology,United States of America,unspecified Google cash recipients,cash,pledged,13200000,Employee fundraising campaign proceeds (inclusive of company matching funds).,"Bilateral – donor report
[Confirmed email 29-Apr-22]

Public reporting
[https://blog.google/inside-google/company-announcements/warsaw-announcing-more-support-ukraine]",cd-177,ro-133,
278,Google,Information technology,United States of America,unspecified Google in-kind recipients,in-kind,pledged,5000000,In-kind Google Ads grants committed to humanitarian organizations in support of the Ukraine humanitarian response from Google.org.,"Bilateral - donor report
[Confirmed email 29-Apr-22]",cd-177,ro-134,
279,Google,Information technology,United States of America,unspecified Google.org cash recipients,cash,pledged,14522233,Cash grants to support humanitarian aid efforts in Ukraine from Google.org. Reported by Google as $19m and manually reduced for identified grant recipients.,"Bilateral – donor report
[Confirmed email 29-Apr-22]

Public reporting
[https://blog.google/inside-google/company-announcements/warsaw-announcing-more-support-ukraine]",cd-177,ro-135,
280,Google,Information technology,United States of America,World Food Programme (WFP),cash,paid,877767,Cash grant from Google.org.,"Bilateral - recipient report
[Confirmed email 14-June-22]",cd-177,XM-DAC-41140,
281,Grammarly Inc.,Information technology,United States of America,unspecified or multiple recipients,cash,pledged,5000000,Pledged donation from US-based tech firm. ,"Public reporting
[https://twitter.com/Grammarly/status/1498535692996988932]",cd-179,ro-149,
282,Group 1001 Resources,Financials,United States of America,Ukraine Humanitarian Fund (UHF),cash,paid,20000,Donation from a leading life insurance holding company in the United States. ,"Bilateral - recipient report
[Confirmed email 31-May-22]",cd-180,ro-113,
283,Groupe BPCE,Financials,France,French Red Cross,cash,pledged,5429000,"Groupe BPCE’s companies the Banques Populaires, Caisses d'Epargne, Natixis CIB, Natixis IM, Banque Palatine, and all the subsidiaries of Groupe BPCE and the Natixis foundation will be donating almost €5 million to the French Red Cross. ","Public reporting
[https://groupebpce.com/en/all-the-latest-news/news/2022/groupe-bpce-s-companies-mobilize-their-efforts-to-bring-aid-to-ukraine]",cd-181,ro-36,
284,Groupe Caisse d'épargne,Financials,France,French Red Cross,cash,pledged,1631224,"€1,000,000 to support the affected populations by the crisis.","Public reporting
[https://www.federation.caisse-epargne.fr/ukraine-les-caisses-depargne-se-mobilisent-en-faveur-de-laide-humanitaire]",cd-182,ro-36,
285,Groupe Crédit Agricole,Financials,France,unspecified or multiple recipients,cash,pledged,10858000,€10 million pledge from foundation linked to French multinational bank group. ,"Public reporting
[https://www.credit-agricole.com/chaines-d-infos/toutes-les-chaines-d-info-du-groupe-credit-agricole/info-ukraine/le-groupe-lance-un-fonds-de-solidarite-d-urgence-de-10-m]",cd-183,ro-149,
286,Grünenthal,Health care,Germany,unspecified or multiple recipients,cash,pledged,421842,€400.000€ to the Red Cross to support humanitarian relief efforts in Ukraine and Eastern Europe.,"Public reporting
[https://www.grunenthal.com/en/press-room/stories/gruenenthal-supports-humanitarian-relief-efforts-in-ukraine]",cd-184,ro-149,
287,Gucci,Consumer discretionary,Italy,United Nations High Commissioner for Refugees (UNHCR),cash,pledged,500000,"$500,000 in response to the crisis in Ukraine.","Public reporting
[https://www.uschamberfoundation.org/aid-event/humanitarian-crisis-ukraine/gucci-humanitarian-crisis-ukraine]",cd-185,XM-DAC-41121,
288,H&M Hennes & Mauritz AB,Consumer discretionary,Sweden,United Nations High Commissioner for Refugees (UNHCR),cash,paid,930684,"€760,000 + SEK 956,000. ","Bilateral - recipient report
[Confirmed email 30-Mar-22]",cd-186,XM-DAC-41121,
289,H. Lundbeck A/S,Health care,Denmark,Danish Red Cross,cash,pledged,1500000,DKK 10 million cash donation to support emergency relief efforts.,"Public reporting
[https://www.abpi.org.uk/ukraine/]",cd-187,DK-CVR-20700211,
667,Happybean Foundation,Information technology,Republic of Korea,World Food Programme (WFP),cash,paid,63845,"Non-profit linked to Naver, a South Korean online platform and search engine.","Bilateral - recipient report
[Confirmed email 14-June-22]",cd-424,XM-DAC-41140,
290,Heartland,Consumer discretionary,Denmark,Danish Red Cross,cash,pledged,1465524,"BESTSELLER's parent company HEARTLAND has donated DKK 100 million to humanitarian efforts and other initiatives that will make a difference for Ukraine and the Ukrainian people. Initially, HEARTLAND has donated DKK 10 million to the Red Cross, UNICEF and the UN Refugee Agency (UNHCR), all of which work to help Ukraine. Later, donations to a number of other aid programmes will follow. ","Public reporting
[https://about.bestseller.com/news/bestseller-supports-ukraine]",cd-188,DK-CVR-20700211,
291,Heartland,Consumer discretionary,Denmark,United Nations Children's Fund (UNICEF),cash,pledged,1465524,"BESTSELLER's parent company HEARTLAND has donated DKK 100 million to humanitarian efforts and other initiatives that will make a difference for Ukraine and the Ukrainian people. Initially, HEARTLAND has donated DKK 10 million to the Red Cross, UNICEF and the UN Refugee Agency (UNHCR), all of which work to help Ukraine. Later, donations to a number of other aid programmes will follow. ","Public reporting
[https://about.bestseller.com/news/bestseller-supports-ukraine]",cd-188,XM-DAC-41122,
292,Heartland,Consumer discretionary,Denmark,United Nations High Commissioner for Refugees (UNHCR),cash,pledged,1465524,"BESTSELLER's parent company HEARTLAND has donated DKK 100 million to humanitarian efforts and other initiatives that will make a difference for Ukraine and the Ukrainian people. Initially, HEARTLAND has donated DKK 10 million to the Red Cross, UNICEF and the UN Refugee Agency (UNHCR), all of which work to help Ukraine. Later, donations to a number of other aid programmes will follow. ","Public reporting
[https://about.bestseller.com/news/bestseller-supports-ukraine]",cd-188,XM-DAC-41121,
293,Heartland,Consumer discretionary,Denmark,unspecified or multiple recipients,cash,pledged,10258668,"BESTSELLER's parent company HEARTLAND has donated DKK 100 million to humanitarian efforts and other initiatives that will make a difference for Ukraine and the Ukrainian people. Initially, HEARTLAND has donated DKK 10 million to the Red Cross, UNICEF and the UN Refugee Agency (UNHCR), all of which work to help Ukraine. Later, donations to a number of other aid programmes will follow. ","Public reporting
[https://about.bestseller.com/news/bestseller-supports-ukraine]",cd-188,ro-149,
294,Helly Hansen,Consumer discretionary,Norway,Canadian Red Cross Society,cash,pledged,158000,"CAD 200,000 in response to the crisis in Ukraine. ","Public reporting
[https://www.backpacker.com/news-and-events/news/how-the-outdoor-industry-is-supporting-ukraine-and-its-refugees/]",cd-189,ro-17,
295,HELP Logistics,Industrials,Switzerland,World Food Programme (WFP),in-kind,paid,500000,"In-kind donation of office supplies, ground logistics, air and road passenger transport. Foundation associated with German shipping/logistics company. ","Bilateral - recipient report
[Confirmed email 17-Apr-22]",cd-190,XM-DAC-41140,
296,Hendrick Automotive,Consumer discretionary,United States of America,Samaritan’s Purse [NGO],cash,pledged,200000,"$200,000 to Samaritan’s Purse for disaster assistance in Ukraine.","Public reporting
[https://www.uschamberfoundation.org/aid-event/humanitarian-crisis-ukraine/hendrick-automotive-humanitarian-crisis-ukraine]",cd-191,GB-CHC-1001349,
297,Hermès International S.A.,Consumer discretionary,France,Ukraine Humanitarian Fund (UHF),cash,paid,10000,Donation from French luxury house.,"Bilateral - recipient report
[Confirmed email 31-May-22]",cd-192,ro-113,
298,Hilco Global,Financials,United States of America,Sunflower of Peace [NGO],cash,pledged,37500,"Hilco Global, through its Hilco Helps initiative, is donating $75,000 split equally between Sunflower of Peace and United Help Ukraine.","Public reporting
[https://www.prnewswire.com/news-releases/hilco-global-stands-with-ukraine-301498145.html]",cd-193,ro-102,
299,Hilco Global,Financials,United States of America,United Help Ukraine [NGO],cash,pledged,37500,"Hilco Global, through its Hilco Helps initiative, is donating $75,000 split equally between Sunflower of Peace and United Help Ukraine.","Public reporting
[https://www.prnewswire.com/news-releases/hilco-global-stands-with-ukraine-301498145.html]",cd-193,ro-119,
300,"Hillenbrand, Inc.",Industrials,United States of America,Ukraine Humanitarian Fund (UHF),cash,paid,25000,Donation from industrial manufacturer.,"Bilateral - recipient report
[Confirmed email 31-May-22]",cd-194,ro-113,
301,"Hitachi Astemo, Ltd.",Consumer discretionary,Japan,Japanese Red Cross Society,cash,paid,78753,10 million Japanese yen paid May 2022,"Bilateral - donor report
[Confirmed email 30-May-22]",cd-195,ro-61,
302,"Hitachi, Ltd.",Consumer discretionary,Japan,American Red Cross,cash,paid,236255,30 million Japanese yen. Part of 63 million Japanese yen donated through company match program. Employees contributed 40m JPY and the company matched 23m JPY as of 26 May.,"Bilateral - donor report
[Confirmed email 30-May-22]",cd-196,ro-5,
